Signal Legend:

Key        Signal Name

0        = DATA_8861_before[15..0]
1        = RAM0_add[7..0]
2        = RAM0_wdata[15..0]
3        = RAM1_add[3..0]
4        = RAM1_wdata[31..0]
5        = sample_cnt[12..0]
6        = sample_cntset[12..0]
7        = trigger[15..0]
8        = ADS8861:ADS8861_inst|data_reg[15..0]
9        = sm_cnt[9..0]
10       = soc_system:u0|soc_system_onchip_memory2_0:onchip_memory2_0|readdata2[15..0]
11       = soc_system:u0|soc_system_onchip_memory2_1:onchip_memory2_1|readdata2[31..0]
12       = ADS8861:ADS8861_inst|data[15..0]
13       = ADS8861:ADS8861_inst|cnt[4..0]
14       = RAM0_write

Data Table:

Signals-> 0     1   2     3  4         5   6   7   8      9   10    11  12    13 14 

sample

3357      -1842 23  -1842 2h 0000C350h 32  200 100 -1651  516 F8CEh 100 -1651 18 1  
3358      -1842 23  -1842 2h 0000C350h 52  200 100 -1651  516 F8CEh 100 -1651 18 1  
3359      -1842 23  -1842 2h 0000C350h 72  200 100 -1651  516 F8CEh 100 -1651 18 1  
3360      -1842 23  -1842 2h 0000C350h 92  200 100 -1651  516 F8CEh 100 -1651 18 1  
3361      -1842 23  -1842 2h 0000C350h 112 200 100 -1651  516 F8CEh 100 -1651 18 1  
3362      -1842 23  -1842 2h 0000C350h 132 200 100 -1651  516 F8CEh 100 -1651 18 1  
3363      -1842 23  -1842 2h 0000C350h 152 200 100 -1651  516 F8CEh 100 -1651 18 1  
3364      -1842 23  -1842 2h 0000C350h 172 200 100 -1651  516 F8CEh 100 -1651 15 1  
3365      -1842 23  -1842 2h 0000C350h 192 200 100 -1651  516 F8CEh 100 -1651 8  1  
3366      -1842 23  -1842 2h 0000C350h 11  200 100 -1667  516 F8CEh 100 -1651 2  1  
3367      -1651 24  -1651 2h 0000C350h 31  200 100 -1668  516 F98Dh 100 -1668 18 1  
3368      -1651 24  -1651 2h 0000C350h 51  200 100 -1668  516 F98Dh 100 -1668 18 1  
3369      -1651 24  -1651 2h 0000C350h 71  200 100 -1668  516 F98Dh 100 -1668 18 1  
3370      -1651 24  -1651 2h 0000C350h 91  200 100 -1668  516 F98Dh 100 -1668 18 1  
3371      -1651 24  -1651 2h 0000C350h 111 200 100 -1668  516 F98Dh 100 -1668 18 1  
3372      -1651 24  -1651 2h 0000C350h 131 200 100 -1668  516 F98Dh 100 -1668 18 1  
3373      -1651 24  -1651 2h 0000C350h 151 200 100 -1668  516 F98Dh 100 -1668 18 1  
3374      -1651 24  -1651 2h 0000C350h 171 200 100 -1668  516 F98Dh 100 -1668 16 1  
3375      -1651 24  -1651 2h 0000C350h 191 200 100 -1668  516 F98Dh 100 -1668 9  1  
3376      -1651 24  -1651 2h 0000C350h 10  200 100 -1608  516 F98Dh 100 -1668 3  1  
3377      -1668 25  -1668 2h 0000C350h 30  200 100 -1606  516 F97Ch 100 -1606 18 1  
3378      -1668 25  -1668 2h 0000C350h 50  200 100 -1606  516 F97Ch 100 -1606 18 1  
3379      -1668 25  -1668 2h 0000C350h 70  200 100 -1606  516 F97Ch 100 -1606 18 1  
3380      -1668 25  -1668 2h 0000C350h 90  200 100 -1606  516 F97Ch 100 -1606 18 1  
3381      -1668 25  -1668 2h 0000C350h 110 200 100 -1606  516 F97Ch 100 -1606 18 1  
3382      -1668 25  -1668 2h 0000C350h 130 200 100 -1606  516 F97Ch 100 -1606 18 1  
3383      -1668 25  -1668 2h 0000C350h 150 200 100 -1606  516 F97Ch 100 -1606 18 1  
3384      -1668 25  -1668 2h 0000C350h 170 200 100 -1606  516 F97Ch 100 -1606 16 1  
3385      -1668 25  -1668 2h 0000C350h 190 200 100 -1094  516 F97Ch 100 -1606 9  1  
3386      -1668 25  -1668 2h 0000C350h 9   200 100 -1250  516 F97Ch 100 -1606 3  1  
3387      -1606 26  -1606 2h 0000C350h 29  200 100 -1251  516 F9BAh 100 -1251 18 1  
3388      -1606 26  -1606 2h 0000C350h 49  200 100 -1251  516 F9BAh 100 -1251 18 1  
3389      -1606 26  -1606 2h 0000C350h 69  200 100 -1251  516 F9BAh 100 -1251 18 1  
3390      -1606 26  -1606 2h 0000C350h 89  200 100 -1251  516 F9BAh 100 -1251 18 1  
3391      -1606 26  -1606 2h 0000C350h 109 200 100 -1251  516 F9BAh 100 -1251 18 1  
3392      -1606 26  -1606 2h 0000C350h 129 200 100 -1251  516 F9BAh 100 -1251 18 1  
3393      -1606 26  -1606 2h 0000C350h 149 200 100 -1251  516 F9BAh 100 -1251 18 1  
3394      -1606 26  -1606 2h 0000C350h 169 200 100 -1251  516 F9BAh 100 -1251 16 1  
3395      -1606 26  -1606 2h 0000C350h 189 200 100 -227   516 F9BAh 100 -1251 9  1  
3396      -1606 26  -1606 2h 0000C350h 8   200 100 -239   516 F9BAh 100 -1251 3  1  
3397      -1251 27  -1251 2h 0000C350h 28  200 100 -240   516 FB1Dh 100 -240  18 1  
3398      -1251 27  -1251 2h 0000C350h 48  200 100 -240   516 FB1Dh 100 -240  18 1  
3399      -1251 27  -1251 2h 0000C350h 68  200 100 -240   516 FB1Dh 100 -240  18 1  
3400      -1251 27  -1251 2h 0000C350h 88  200 100 -240   516 FB1Dh 100 -240  18 1  
3401      -1251 27  -1251 2h 0000C350h 108 200 100 -240   516 FB1Dh 100 -240  18 1  
3402      -1251 27  -1251 2h 0000C350h 128 200 100 -240   516 FB1Dh 100 -240  18 1  
3403      -1251 27  -1251 2h 0000C350h 148 200 100 -240   516 FB1Dh 100 -240  18 1  
3404      -1251 27  -1251 2h 0000C350h 168 200 100 -240   516 FB1Dh 100 -240  17 1  
3405      -1251 27  -1251 2h 0000C350h 188 200 100 784    516 FB1Dh 100 -240  10 1  
3406      -1251 27  -1251 2h 0000C350h 7   200 100 304    516 FB1Dh 100 -240  4  1  
3407      -240  28  -240  2h 0000C350h 27  200 100 307    516 FF10h 100 307   18 1  
3408      -240  28  -240  2h 0000C350h 47  200 100 307    516 FF10h 100 307   18 1  
3409      -240  28  -240  2h 0000C350h 67  200 100 307    516 FF10h 100 307   18 1  
3410      -240  28  -240  2h 0000C350h 87  200 100 307    516 FF10h 100 307   18 1  
3411      -240  28  -240  2h 0000C350h 107 200 100 307    516 FF10h 100 307   18 1  
3412      -240  28  -240  2h 0000C350h 127 200 100 307    516 FF10h 100 307   18 1  
3413      -240  28  -240  2h 0000C350h 147 200 100 307    516 FF10h 100 307   18 1  
3414      -240  28  -240  2h 0000C350h 167 200 100 307    516 FF10h 100 307   17 1  
3415      -240  28  -240  2h 0000C350h 187 200 100 1331   516 FF10h 100 307   10 1  
3416      -240  28  -240  2h 0000C350h 6   200 100 1091   516 FF10h 100 307   4  1  
3417      307   29  307   2h 0000C350h 26  200 100 1090   516 5D32h 100 1090  18 1  
3418      307   29  307   2h 0000C350h 46  200 100 1090   516 0133h 100 1090  18 1  
3419      307   29  307   2h 0000C350h 66  200 100 1090   516 0133h 100 1090  18 1  
3420      307   29  307   2h 0000C350h 86  200 100 1090   516 0133h 100 1090  18 1  
3421      307   29  307   2h 0000C350h 106 200 100 1090   516 0133h 100 1090  18 1  
3422      307   29  307   2h 0000C350h 126 200 100 1090   516 0133h 100 1090  18 1  
3423      307   29  307   2h 0000C350h 146 200 100 1090   516 0133h 100 1090  18 1  
3424      307   29  307   2h 0000C350h 166 200 100 1090   516 0133h 100 1090  17 1  
3425      307   29  307   2h 0000C350h 186 200 100 1090   516 0133h 100 1090  10 1  
3426      307   29  307   2h 0000C350h 5   200 100 1242   516 0133h 100 1090  4  1  
3427      1090  30  1090  2h 0000C350h 25  200 100 1246   516 0133h 100 1246  18 1  
3428      1090  30  1090  2h 0000C350h 45  200 100 1246   516 0442h 100 1246  18 1  
3429      1090  30  1090  2h 0000C350h 65  200 100 1246   516 0442h 100 1246  18 1  
3430      1090  30  1090  2h 0000C350h 85  200 100 1246   516 0442h 100 1246  18 1  
3431      1090  30  1090  2h 0000C350h 105 200 100 1246   516 0442h 100 1246  18 1  
3432      1090  30  1090  2h 0000C350h 125 200 100 1246   516 0442h 100 1246  18 1  
3433      1090  30  1090  2h 0000C350h 145 200 100 1246   516 0442h 100 1246  18 1  
3434      1090  30  1090  2h 0000C350h 165 200 100 1246   516 0442h 100 1246  18 1  
3435      1090  30  1090  2h 0000C350h 185 200 100 1246   516 0442h 100 1246  11 1  
3436      1090  30  1090  2h 0000C350h 4   200 100 1598   516 0442h 100 1246  5  1  
3437      1246  31  1246  2h 0000C350h 24  200 100 1595   516 0442h 100 1595  18 1  
3438      1246  31  1246  2h 0000C350h 44  200 100 1595   516 04DEh 100 1595  18 1  
3439      1246  31  1246  2h 0000C350h 64  200 100 1595   516 04DEh 100 1595  18 1  
3440      1246  31  1246  2h 0000C350h 84  200 100 1595   516 04DEh 100 1595  18 1  
3441      1246  31  1246  2h 0000C350h 104 200 100 1595   516 04DEh 100 1595  18 1  
3442      1246  31  1246  2h 0000C350h 124 200 100 1595   516 04DEh 100 1595  18 1  
3443      1246  31  1246  2h 0000C350h 144 200 100 1595   516 04DEh 100 1595  18 1  
3444      1246  31  1246  2h 0000C350h 164 200 100 1595   516 04DEh 100 1595  18 1  
3445      1246  31  1246  2h 0000C350h 184 200 100 3643   516 04DEh 100 1595  11 1  
3446      1246  31  1246  2h 0000C350h 3   200 100 2395   516 04DEh 100 1595  5  1  
3447      1595  32  1595  2h 0000C350h 23  200 100 2392   516 04DEh 100 2392  18 1  
3448      1595  32  1595  2h 0000C350h 43  200 100 2392   516 063Bh 100 2392  18 1  
3449      1595  32  1595  2h 0000C350h 63  200 100 2392   516 063Bh 100 2392  18 1  
3450      1595  32  1595  2h 0000C350h 83  200 100 2392   516 063Bh 100 2392  18 1  
3451      1595  32  1595  2h 0000C350h 103 200 100 2392   516 063Bh 100 2392  18 1  
3452      1595  32  1595  2h 0000C350h 123 200 100 2392   516 063Bh 100 2392  18 1  
3453      1595  32  1595  2h 0000C350h 143 200 100 2392   516 063Bh 100 2392  18 1  
3454      1595  32  1595  2h 0000C350h 163 200 100 2392   516 063Bh 100 2392  18 1  
3455      1595  32  1595  2h 0000C350h 183 200 100 344    516 063Bh 100 2392  11 1  
3456      1595  32  1595  2h 0000C350h 2   200 100 1928   516 063Bh 100 2392  5  1  
3457      2392  33  2392  2h 0000C350h 22  200 100 1932   516 063Bh 100 1932  18 1  
3458      2392  33  2392  2h 0000C350h 42  200 100 1932   516 0958h 100 1932  18 1  
3459      2392  33  2392  2h 0000C350h 62  200 100 1932   516 0958h 100 1932  18 1  
3460      2392  33  2392  2h 0000C350h 82  200 100 1932   516 0958h 100 1932  18 1  
3461      2392  33  2392  2h 0000C350h 102 200 100 1932   516 0958h 100 1932  18 1  
3462      2392  33  2392  2h 0000C350h 122 200 100 1932   516 0958h 100 1932  18 1  
3463      2392  33  2392  2h 0000C350h 142 200 100 1932   516 0958h 100 1932  18 1  
3464      2392  33  2392  2h 0000C350h 162 200 100 1932   516 0958h 100 1932  18 1  
3465      2392  33  2392  2h 0000C350h 182 200 100 1932   516 0958h 100 1932  12 1  
3466      2392  33  2392  2h 0000C350h 1   200 100 1964   516 0958h 100 1932  6  1  
3467      2392  33  2392  2h 0000C350h 21  200 100 1969   516 0958h 100 1932  31 1  
3468      1932  34  1932  2h 0000C350h 41  200 100 1969   516 078Ch 100 1969  18 1  
3469      1932  34  1932  2h 0000C350h 61  200 100 1969   516 078Ch 100 1969  18 1  
3470      1932  34  1932  2h 0000C350h 81  200 100 1969   516 078Ch 100 1969  18 1  
3471      1932  34  1932  2h 0000C350h 101 200 100 1969   516 078Ch 100 1969  18 1  
3472      1932  34  1932  2h 0000C350h 121 200 100 1969   516 078Ch 100 1969  18 1  
3473      1932  34  1932  2h 0000C350h 141 200 100 1969   516 078Ch 100 1969  18 1  
3474      1932  34  1932  2h 0000C350h 161 200 100 1969   516 078Ch 100 1969  18 1  
3475      1932  34  1932  2h 0000C350h 181 200 100 1969   516 078Ch 100 1969  12 1  
3476      1932  34  1932  2h 0000C350h 0   200 100 1553   516 078Ch 100 1969  6  1  
3477      1932  34  1932  2h 0000C350h 20  200 100 1563   516 078Ch 100 1969  31 1  
3478      1969  35  1969  2h 0000C350h 40  200 100 1563   516 07B1h 100 1563  18 1  
3479      1969  35  1969  2h 0000C350h 60  200 100 1563   516 07B1h 100 1563  18 1  
3480      1969  35  1969  2h 0000C350h 80  200 100 1563   516 07B1h 100 1563  18 1  
3481      1969  35  1969  2h 0000C350h 100 200 100 1563   516 07B1h 100 1563  18 1  
3482      1969  35  1969  2h 0000C350h 120 200 100 1563   516 07B1h 100 1563  18 1  
3483      1969  35  1969  2h 0000C350h 140 200 100 1563   516 07B1h 100 1563  18 1  
3484      1969  35  1969  2h 0000C350h 160 200 100 1563   516 07B1h 100 1563  18 1  
3485      1969  35  1969  2h 0000C350h 180 200 100 1563   516 07B1h 100 1563  12 1  
3486      1969  35  1969  2h 0000C350h 200 200 100 955    516 07B1h 100 1563  6  1  
3487      1969  35  1969  2h 0000C350h 19  200 100 953    516 07B1h 100 1563  31 1  
3488      1563  36  1563  2h 0000C350h 39  200 100 953    516 061Bh 100 953   18 1  
3489      1563  36  1563  2h 0000C350h 59  200 100 953    516 061Bh 100 953   18 1  
3490      1563  36  1563  2h 0000C350h 79  200 100 953    516 061Bh 100 953   18 1  
3491      1563  36  1563  2h 0000C350h 99  200 100 953    516 061Bh 100 953   18 1  
3492      1563  36  1563  2h 0000C350h 119 200 100 953    516 061Bh 100 953   18 1  
3493      1563  36  1563  2h 0000C350h 139 200 100 953    516 061Bh 100 953   18 1  
3494      1563  36  1563  2h 0000C350h 159 200 100 953    516 061Bh 100 953   18 1  
3495      1563  36  1563  2h 0000C350h 179 200 100 953    516 061Bh 100 953   13 1  
3496      1563  36  1563  2h 0000C350h 199 200 100 1017   516 061Bh 100 953   7  1  
3497      1563  36  1563  2h 0000C350h 18  200 100 968    516 061Bh 100 953   0  1  
3498      953   37  953   2h 0000C350h 38  200 100 968    516 03B9h 100 968   18 1  
3499      953   37  953   2h 0000C350h 58  200 100 968    516 03B9h 100 968   18 1  
3500      953   37  953   2h 0000C350h 78  200 100 968    516 03B9h 100 968   18 1  
3501      953   37  953   2h 0000C350h 98  200 100 968    516 03B9h 100 968   18 1  
3502      953   37  953   2h 0000C350h 118 200 100 968    516 03B9h 100 968   18 1  
3503      953   37  953   2h 0000C350h 138 200 100 968    516 03B9h 100 968   18 1  
3504      953   37  953   2h 0000C350h 158 200 100 968    516 03B9h 100 968   18 1  
3505      953   37  953   2h 0000C350h 178 200 100 968    516 03B9h 100 968   13 1  
3506      953   37  953   2h 0000C350h 198 200 100 200    516 03B9h 100 968   7  1  
3507      953   37  953   2h 0000C350h 17  200 100 218    516 03B9h 100 968   0  1  
3508      968   38  968   2h 0000C350h 37  200 100 218    516 03C8h 100 218   18 1  
3509      968   38  968   2h 0000C350h 57  200 100 218    516 03C8h 100 218   18 1  
3510      968   38  968   2h 0000C350h 77  200 100 218    516 03C8h 100 218   18 1  
3511      968   38  968   2h 0000C350h 97  200 100 218    516 03C8h 100 218   18 1  
3512      968   38  968   2h 0000C350h 117 200 100 218    516 03C8h 100 218   18 1  
3513      968   38  968   2h 0000C350h 137 200 100 218    516 03C8h 100 218   18 1  
3514      968   38  968   2h 0000C350h 157 200 100 218    516 03C8h 100 218   18 1  
3515      968   38  968   2h 0000C350h 177 200 100 -7974  516 03C8h 100 218   13 1  
3516      968   38  968   2h 0000C350h 197 200 100 -806   516 03C8h 100 218   7  1  
3517      968   38  968   2h 0000C350h 16  200 100 -804   516 03C8h 100 218   0  1  
3518      218   39  218   2h 0000C350h 36  200 100 -804   516 00DAh 100 -804  18 1  
3519      218   39  218   2h 0000C350h 56  200 100 -804   516 00DAh 100 -804  18 1  
3520      218   39  218   2h 0000C350h 76  200 100 -804   516 00DAh 100 -804  18 1  
3521      218   39  218   2h 0000C350h 96  200 100 -804   516 00DAh 100 -804  18 1  
3522      218   39  218   2h 0000C350h 116 200 100 -804   516 00DAh 100 -804  18 1  
3523      218   39  218   2h 0000C350h 136 200 100 -804   516 00DAh 100 -804  18 1  
3524      218   39  218   2h 0000C350h 156 200 100 -804   516 00DAh 100 -804  18 1  
3525      218   39  218   2h 0000C350h 176 200 100 -804   516 00DAh 100 -804  14 1  
3526      218   39  218   2h 0000C350h 196 200 100 -1316  516 00DAh 100 -804  8  1  
3527      218   39  218   2h 0000C350h 15  200 100 -1352  516 00DAh 100 -804  1  1  
3528      -804  40  -804  2h 0000C350h 35  200 100 -1352  516 FCDCh 100 -1352 18 1  
3529      -804  40  -804  2h 0000C350h 55  200 100 -1352  516 FCDCh 100 -1352 18 1  
3530      -804  40  -804  2h 0000C350h 75  200 100 -1352  516 FCDCh 100 -1352 18 1  
3531      -804  40  -804  2h 0000C350h 95  200 100 -1352  516 FCDCh 100 -1352 18 1  
3532      -804  40  -804  2h 0000C350h 115 200 100 -1352  516 FCDCh 100 -1352 18 1  
3533      -804  40  -804  2h 0000C350h 135 200 100 -1352  516 FCDCh 100 -1352 18 1  
3534      -804  40  -804  2h 0000C350h 155 200 100 -1352  516 FCDCh 100 -1352 18 1  
3535      -804  40  -804  2h 0000C350h 175 200 100 -1352  516 FCDCh 100 -1352 14 1  
3536      -804  40  -804  2h 0000C350h 195 200 100 -1480  516 FCDCh 100 -1352 8  1  
3537      -804  40  -804  2h 0000C350h 14  200 100 -1502  516 FCDCh 100 -1352 1  1  
3538      -1352 41  -1352 2h 0000C350h 34  200 100 -1502  516 FAB8h 100 -1502 18 1  
3539      -1352 41  -1352 2h 0000C350h 54  200 100 -1502  516 FAB8h 100 -1502 18 1  
3540      -1352 41  -1352 2h 0000C350h 74  200 100 -1502  516 FAB8h 100 -1502 18 1  
3541      -1352 41  -1352 2h 0000C350h 94  200 100 -1502  516 FAB8h 100 -1502 18 1  
3542      -1352 41  -1352 2h 0000C350h 114 200 100 -1502  516 FAB8h 100 -1502 18 1  
3543      -1352 41  -1352 2h 0000C350h 134 200 100 -1502  516 FAB8h 100 -1502 18 1  
3544      -1352 41  -1352 2h 0000C350h 154 200 100 -1502  516 FAB8h 100 -1502 18 1  
3545      -1352 41  -1352 2h 0000C350h 174 200 100 -1502  516 FAB8h 100 -1502 14 1  
3546      -1352 41  -1352 2h 0000C350h 194 200 100 -1630  516 FAB8h 100 -1502 8  1  
3547      -1352 41  -1352 2h 0000C350h 13  200 100 -1644  516 FAB8h 100 -1502 1  1  
3548      -1502 42  -1502 2h 0000C350h 33  200 100 -1644  516 FA22h 100 -1644 18 1  
3549      -1502 42  -1502 2h 0000C350h 53  200 100 -1644  516 FA22h 100 -1644 18 1  
3550      -1502 42  -1502 2h 0000C350h 73  200 100 -1644  516 FA22h 100 -1644 18 1  
3551      -1502 42  -1502 2h 0000C350h 93  200 100 -1644  516 FA22h 100 -1644 18 1  
3552      -1502 42  -1502 2h 0000C350h 113 200 100 -1644  516 FA22h 100 -1644 18 1  
3553      -1502 42  -1502 2h 0000C350h 133 200 100 -1644  516 FA22h 100 -1644 18 1  
3554      -1502 42  -1502 2h 0000C350h 153 200 100 -1644  516 FA22h 100 -1644 18 1  
3555      -1502 42  -1502 2h 0000C350h 173 200 100 -1644  516 FA22h 100 -1644 14 1  
3556      -1502 42  -1502 2h 0000C350h 193 200 100 -1772  516 FA22h 100 -1644 8  1  
3557      -1502 42  -1502 2h 0000C350h 12  200 100 -1736  516 FA22h 100 -1644 1  1  
3558      -1644 43  -1644 2h 0000C350h 32  200 100 -1735  516 F994h 100 -1735 18 1  
3559      -1644 43  -1644 2h 0000C350h 52  200 100 -1735  516 F994h 100 -1735 18 1  
3560      -1644 43  -1644 2h 0000C350h 72  200 100 -1735  516 F994h 100 -1735 18 1  
3561      -1644 43  -1644 2h 0000C350h 92  200 100 -1735  516 F994h 100 -1735 18 1  
3562      -1644 43  -1644 2h 0000C350h 112 200 100 -1735  516 F994h 100 -1735 18 1  
3563      -1644 43  -1644 2h 0000C350h 132 200 100 -1735  516 F994h 100 -1735 18 1  
3564      -1644 43  -1644 2h 0000C350h 152 200 100 -1735  516 F994h 100 -1735 18 1  
3565      -1644 43  -1644 2h 0000C350h 172 200 100 -1735  516 F994h 100 -1735 15 1  
3566      -1644 43  -1644 2h 0000C350h 192 200 100 -1735  516 F994h 100 -1735 9  1  
3567      -1644 43  -1644 2h 0000C350h 11  200 100 -1695  516 F994h 100 -1735 2  1  
3568      -1735 44  -1735 2h 0000C350h 31  200 100 -1694  516 F939h 100 -1694 18 1  
3569      -1735 44  -1735 2h 0000C350h 51  200 100 -1694  516 F939h 100 -1694 18 1  
3570      -1735 44  -1735 2h 0000C350h 71  200 100 -1694  516 F939h 100 -1694 18 1  
3571      -1735 44  -1735 2h 0000C350h 91  200 100 -1694  516 F939h 100 -1694 18 1  
3572      -1735 44  -1735 2h 0000C350h 111 200 100 -1694  516 F939h 100 -1694 18 1  
3573      -1735 44  -1735 2h 0000C350h 131 200 100 -1694  516 F939h 100 -1694 18 1  
3574      -1735 44  -1735 2h 0000C350h 151 200 100 -1694  516 F939h 100 -1694 18 1  
3575      -1735 44  -1735 2h 0000C350h 171 200 100 -1694  516 F939h 100 -1694 15 1  
3576      -1735 44  -1735 2h 0000C350h 191 200 100 -1438  516 F939h 100 -1694 9  1  
3577      -1735 44  -1735 2h 0000C350h 10  200 100 -1402  516 F939h 100 -1694 2  1  
3578      -1694 45  -1694 2h 0000C350h 30  200 100 -1401  516 F962h 100 -1401 18 1  
3579      -1694 45  -1694 2h 0000C350h 50  200 100 -1401  516 F962h 100 -1401 18 1  
3580      -1694 45  -1694 2h 0000C350h 70  200 100 -1401  516 F962h 100 -1401 18 1  
3581      -1694 45  -1694 2h 0000C350h 90  200 100 -1401  516 F962h 100 -1401 18 1  
3582      -1694 45  -1694 2h 0000C350h 110 200 100 -1401  516 F962h 100 -1401 18 1  
3583      -1694 45  -1694 2h 0000C350h 130 200 100 -1401  516 F962h 100 -1401 18 1  
3584      -1694 45  -1694 2h 0000C350h 150 200 100 -1401  516 F962h 100 -1401 18 1  
3585      -1694 45  -1694 2h 0000C350h 170 200 100 -1401  516 F962h 100 -1401 15 1  
3586      -1694 45  -1694 2h 0000C350h 190 200 100 -1145  516 F962h 100 -1401 9  1  
3587      -1694 45  -1694 2h 0000C350h 9   200 100 -1145  516 F962h 100 -1401 2  1  
3588      -1401 46  -1401 2h 0000C350h 29  200 100 -1147  516 FA87h 100 -1147 18 1  
3589      -1401 46  -1401 2h 0000C350h 49  200 100 -1147  516 FA87h 100 -1147 18 1  
3590      -1401 46  -1401 2h 0000C350h 69  200 100 -1147  516 FA87h 100 -1147 18 1  
3591      -1401 46  -1401 2h 0000C350h 89  200 100 -1147  516 FA87h 100 -1147 18 1  
3592      -1401 46  -1401 2h 0000C350h 109 200 100 -1147  516 FA87h 100 -1147 18 1  
3593      -1401 46  -1401 2h 0000C350h 129 200 100 -1147  516 FA87h 100 -1147 18 1  
3594      -1401 46  -1401 2h 0000C350h 149 200 100 -1147  516 FA87h 100 -1147 18 1  
3595      -1401 46  -1401 2h 0000C350h 169 200 100 -1147  516 FA87h 100 -1147 16 1  
3596      -1401 46  -1401 2h 0000C350h 189 200 100 -635   516 FA87h 100 -1147 10 1  
3597      -1401 46  -1401 2h 0000C350h 8   200 100 -707   516 FA87h 100 -1147 3  1  
3598      -1147 47  -1147 2h 0000C350h 28  200 100 -706   516 FB85h 100 -706  18 1  
3599      -1147 47  -1147 2h 0000C350h 48  200 100 -706   516 FB85h 100 -706  18 1  
3600      -1147 47  -1147 2h 0000C350h 68  200 100 -706   516 FB85h 100 -706  18 1  
3601      -1147 47  -1147 2h 0000C350h 88  200 100 -706   516 FB85h 100 -706  18 1  
3602      -1147 47  -1147 2h 0000C350h 108 200 100 -706   516 FB85h 100 -706  18 1  
3603      -1147 47  -1147 2h 0000C350h 128 200 100 -706   516 FB85h 100 -706  18 1  
3604      -1147 47  -1147 2h 0000C350h 148 200 100 -706   516 FB85h 100 -706  18 1  
3605      -1147 47  -1147 2h 0000C350h 168 200 100 -706   516 FB85h 100 -706  16 1  
3606      -1147 47  -1147 2h 0000C350h 188 200 100 830    516 FB85h 100 -706  10 1  
3607      -1147 47  -1147 2h 0000C350h 7   200 100 534    516 FB85h 100 -706  3  1  
3608      -706  48  -706  2h 0000C350h 27  200 100 533    516 FD3Eh 100 533   18 1  
3609      -706  48  -706  2h 0000C350h 47  200 100 533    516 FD3Eh 100 533   18 1  
3610      -706  48  -706  2h 0000C350h 67  200 100 533    516 FD3Eh 100 533   18 1  
3611      -706  48  -706  2h 0000C350h 87  200 100 533    516 FD3Eh 100 533   18 1  
3612      -706  48  -706  2h 0000C350h 107 200 100 533    516 FD3Eh 100 533   18 1  
3613      -706  48  -706  2h 0000C350h 127 200 100 533    516 FD3Eh 100 533   18 1  
3614      -706  48  -706  2h 0000C350h 147 200 100 533    516 FD3Eh 100 533   18 1  
3615      -706  48  -706  2h 0000C350h 167 200 100 533    516 FD3Eh 100 533   16 1  
3616      -706  48  -706  2h 0000C350h 187 200 100 1045   516 FD3Eh 100 533   10 1  
3617      -706  48  -706  2h 0000C350h 6   200 100 1309   516 FD3Eh 100 533   3  1  
3618      533   49  533   2h 0000C350h 26  200 100 1311   516 5E3Ch 100 1311  18 1  
3619      533   49  533   2h 0000C350h 46  200 100 1311   516 0215h 100 1311  18 1  
3620      533   49  533   2h 0000C350h 66  200 100 1311   516 0215h 100 1311  18 1  
3621      533   49  533   2h 0000C350h 86  200 100 1311   516 0215h 100 1311  18 1  
3622      533   49  533   2h 0000C350h 106 200 100 1311   516 0215h 100 1311  18 1  
3623      533   49  533   2h 0000C350h 126 200 100 1311   516 0215h 100 1311  18 1  
3624      533   49  533   2h 0000C350h 146 200 100 1311   516 0215h 100 1311  18 1  
3625      533   49  533   2h 0000C350h 166 200 100 1311   516 0215h 100 1311  17 1  
3626      533   49  533   2h 0000C350h 186 200 100 1311   516 0215h 100 1311  11 1  
3627      533   49  533   2h 0000C350h 5   200 100 1247   516 0215h 100 1311  4  1  
3628      1311  50  1311  2h 0000C350h 25  200 100 1238   516 0215h 100 1238  18 1  
3629      1311  50  1311  2h 0000C350h 45  200 100 1238   516 051Fh 100 1238  18 1  
3630      1311  50  1311  2h 0000C350h 65  200 100 1238   516 051Fh 100 1238  18 1  
3631      1311  50  1311  2h 0000C350h 85  200 100 1238   516 051Fh 100 1238  18 1  
3632      1311  50  1311  2h 0000C350h 105 200 100 1238   516 051Fh 100 1238  18 1  
3633      1311  50  1311  2h 0000C350h 125 200 100 1238   516 051Fh 100 1238  18 1  
3634      1311  50  1311  2h 0000C350h 145 200 100 1238   516 051Fh 100 1238  18 1  
3635      1311  50  1311  2h 0000C350h 165 200 100 1238   516 051Fh 100 1238  17 1  
3636      1311  50  1311  2h 0000C350h 185 200 100 1238   516 051Fh 100 1238  11 1  
3637      1311  50  1311  2h 0000C350h 4   200 100 1606   516 051Fh 100 1238  4  1  
3638      1238  51  1238  2h 0000C350h 24  200 100 1610   516 051Fh 100 1610  18 1  
3639      1238  51  1238  2h 0000C350h 44  200 100 1610   516 04D6h 100 1610  18 1  
3640      1238  51  1238  2h 0000C350h 64  200 100 1610   516 04D6h 100 1610  18 1  
3641      1238  51  1238  2h 0000C350h 84  200 100 1610   516 04D6h 100 1610  18 1  
3642      1238  51  1238  2h 0000C350h 104 200 100 1610   516 04D6h 100 1610  18 1  
3643      1238  51  1238  2h 0000C350h 124 200 100 1610   516 04D6h 100 1610  18 1  
3644      1238  51  1238  2h 0000C350h 144 200 100 1610   516 04D6h 100 1610  18 1  
3645      1238  51  1238  2h 0000C350h 164 200 100 1610   516 04D6h 100 1610  17 1  
